日期 年/月/日,城市,业务线,PV,UV,报名量,分配量,分配率,拉新量,录入量,带看量,成交量,二手单量,租赁单量,新房单量
2022年9月11日,南京,租房,218,196,2,2,1,2,3,,,0,0,0
2022年9月11日,上海,二手房,457,407,1,1,1,0,2,3,,0,0,0
2022年9月11日,上海,租房,457,407,5,5,1,3,3,2,1,0,1,0
2022年9月11日,苏州,二手房,174,157,3,3,1,3,,,,0,0,0
2022年9月11日,苏州,新房,174,157,2,0,0,2,2,,,0,0,0
2022年9月11日,苏州,租房,174,157,2,2,1,2,1,,,0,0,0
2022年9月11日,太原,二手房,117,106,2,2,1,2,,,,0,0,0
2022年9月11日,太原,新房,117,106,1,0,0,1,,,,0,0,0
2022年9月11日,天津,二手房,218,205,2,2,1,2,,,,0,0,0
2022年9月11日,天津,新房,218,205,1,0,0,0,,,,0,0,0
2022年9月11日,天津,租房,218,205,4,4,1,2,1,3,,0,0,0
2022年9月11日,无锡,新房,61,59,1,0,0,1,,,,0,0,0
2022年9月11日,无锡,租房,61,59,1,1,1,0,,,,0,0,0
2022年9月12日,北京,二手房,1767,1594,6,5,0.833,4,20,10,1,0,1,0
2022年9月12日,北京,新房,1767,1594,2,0,0,1,,,,0,0,0
2022年9月12日,北京,租房,1767,1594,15,15,1,8,50,73,4,0,4,0
2022年9月12日,成都,二手房,46,44,1,0,0,1,,,,0,0,0
2022年9月12日,东莞,二手房,74,60,2,2,1,2,,,,0,0,0
2022年9月12日,杭州,二手房,875,837,5,4,0.8,4,9,15,,0,0,0
2022年9月12日,杭州,租房,875,837,5,5,1,3,4,6,,0,0,0
2022年9月12日,临汾,二手房,22,18,1,1,1,1,1,,,0,0,0
2022年9月12日,南京,二手房,269,247,7,6,0.857,3,6,,,0,0,0
2022年9月12日,南京,新房,269,247,2,0,0,1,,,,0,0,0
2022年9月12日,上海,二手房,460,409,3,2,0.667,3,1,,,0,0,0
2022年9月12日,上海,租房,460,409,3,2,0.667,2,1,,,0,0,0
2022年9月12日,苏州,二手房,163,144,3,3,1,3,,,,0,0,0
2022年9月12日,苏州,租房,163,144,2,2,1,2,,,,0,0,0
2022年9月12日,太原,二手房,153,132,4,4,1,1,1,,,0,0,0
2022年9月12日,太原,租房,153,132,4,4,1,3,7,3,,0,0,0
2022年9月12日,天津,二手房,220,202,1,1,1,1,1,,,0,0,0
2022年9月12日,天津,新房,220,202,1,0,0,0,,,,0,0,0
2022年9月12日,天津,租房,220,202,4,3,0.75,3,5,3,1,0,1,0
2022年9月12日,无锡,租房,45,40,2,1,0.5,1,1,1,,0,0,0
2022年9月12日,武汉,二手房,24,23,2,2,1,2,,,,0,0,0
2022年9月12日,西安咸阳,二手房,20,16,1,1,1,1,,,,0,0,0
2022年9月12日,郑州,二手房,26,25,1,0,0,0,,,,0,0,0
2022年9月13日,北京,二手房,1669,1519,14,13,0.929,5,14,,,0,0,0
2022年9月13日,北京,租房,1669,1519,18,17,0.944,9,37,19,1,0,1,0
2022年9月13日,常州,二手房,12,11,1,0,0,0,,,,0,0,0
2022年9月13日,成都,新房,44,39,1,0,0,1,,,,0,0,0
2022年9月13日,杭州,二手房,917,873,5,5,1,2,4,5,,0,0,0
2022年9月13日,杭州,租房,917,873,10,8,0.8,7,5,1,1,0,1,0
2022年9月13日,南京,二手房,263,246,4,4,1,4,6,2,,0,0,0
2022年9月13日,南京,租房,263,246,3,3,1,2,5,6,2,0,2,0
2022年9月13日,青岛,二手房,39,28,1,1,1,1,,,,0,0,0
2022年9月13日,青岛,租房,39,28,1,1,1,1,,,,0,0,0
2022年9月13日,上海,二手房,407,358,2,2,1,1,,6,,0,0,0
2022年9月13日,上海,租房,407,358,4,4,1,4,2,1,1,0,1,0
2022年9月13日,苏州,二手房,164,154,1,1,1,1,2,2,,0,0,0
2022年9月13日,苏州,租房,164,154,1,1,1,1,,,,0,0,0
2022年9月13日,太原,二手房,157,134,2,1,0.5,0,,1,,0,0,0
2022年9月13日,太原,新房,157,134,1,0,0,1,,,,0,0,0
2022年9月13日,天津,二手房,161,156,1,1,1,1,,,,0,0,0
2022年9月13日,天津,租房,161,156,3,3,1,3,,,,0,0,0
2022年9月13日,郑州,二手房,22,21,1,1,1,1,,,,0,0,0
2022年9月14日,北京,二手房,1766,1615,10,10,1,8,13,3,,0,0,0
2022年9月14日,北京,租房,1766,1615,17,16,0.941,8,29,26,2,0,2,0
2022年9月14日,成都,二手房,60,43,3,3,1,3,,,,0,0,0
2022年9月14日,东莞,二手房,57,44,1,1,1,1,,,,0,0,0
2022年9月14日,杭州,二手房,899,846,3,3,1,0,4,,,0,0,0
2022年9月14日,杭州,租房,899,846,3,3,1,2,4,11,,0,0,0
2022年9月14日,南昌,二手房,39,37,2,2,1,1,2,,,0,0,0
2022年9月14日,南京,二手房,283,263,6,5,0.833,1,23,38,9,0,9,0
2022年9月14日,南京,新房,283,263,1,0,0,1,1,,,0,0,0
2022年9月14日,南京,租房,283,263,6,6,1,4,8,6,2,0,2,0
2022年9月14日,青岛,租房,39,35,1,1,1,1,,,,0,0,0
2022年9月14日,上海,二手房,481,422,3,2,0.667,2,3,,,0,0,0
2022年9月14日,上海,新房,481,422,3,0,0,3,,,,0,0,0
2022年9月14日,上海,租房,481,422,4,4,1,3,1,,,0,0,0
2022年9月14日,太原,二手房,145,130,4,4,1,2,2,,,0,0,0
2022年9月14日,太原,租房,145,130,2,2,1,2,,,,0,0,0
2022年9月14日,天津,二手房,223,189,2,2,1,1,3,3,1,1,0,0
2022年9月14日,天津,租房,223,189,1,1,1,1,,,,0,0,0
2022年9月14日,郑州,二手房,58,42,2,2,1,1,,,,0,0,0
2022年9月14日,郑州,租房,58,42,1,1,1,0,,,,0,0,0
2022年9月15日,北京,二手房,1807,1620,20,18,0.9,10,43,21,1,1,0,0
2022年9月15日,北京,租房,1807,1620,20,20,1,12,34,10,,0,0,0
2022年9月15日,成都,二手房,85,59,3,2,0.667,3,,,,0,0,0
2022年9月15日,赤峰,二手房,9,6,1,0,0,0,,,,0,0,0
2022年9月15日,东莞,二手房,90,75,3,2,0.667,2,,,,0,0,0
2022年9月15日,东莞,租房,90,75,1,1,1,1,,,,0,0,0
2022年9月15日,杭州,二手房,872,822,1,1,1,0,,,,0,0,0
2022年9月15日,杭州,新房,872,822,1,0,0,1,1,,,0,0,0
2022年9月15日,杭州,租房,872,822,5,5,1,1,10,9,,0,0,0
2022年9月15日,临汾,二手房,17,14,1,1,1,0,1,,,0,0,0
2022年9月15日,南昌,二手房,51,35,3,3,1,2,3,,,0,0,0
2022年9月15日,南京,二手房,276,257,3,2,0.667,2,1,,,0,0,0
2022年9月15日,南京,新房,276,257,1,0,0,1,,,,0,0,0
2022年9月15日,南京,租房,276,257,4,4,1,3,6,1,,0,0,0
2022年9月15日,青岛,二手房,38,29,1,1,1,1,,,,0,0,0
2022年9月15日,上海,二手房,495,438,8,6,0.75,5,3,1,,0,0,0
2022年9月15日,上海,新房,495,438,1,0,0,0,,,,0,0,0
2022年9月15日,上海,租房,495,438,7,6,0.857,7,17,7,,0,0,0
2022年9月15日,苏州,二手房,173,158,2,2,1,2,,,,0,0,0
2022年9月15日,苏州,租房,173,158,1,1,1,0,,,,0,0,0
2022年9月15日,太原,二手房,165,135,9,6,0.667,8,3,,,0,0,0
2022年9月15日,太原,新房,165,135,1,0,0,0,,,,0,0,0
2022年9月15日,太原,租房,165,135,1,1,1,0,,,,0,0,0
2022年9月15日,天津,二手房,223,194,4,4,1,1,1,,,0,0,0
2022年9月15日,天津,租房,223,194,5,5,1,3,2,1,,0,0,0
2022年9月15日,无锡,二手房,58,51,2,2,1,2,,,,0,0,0
2022年9月15日,无锡,租房,58,51,1,1,1,1,,,,0,0,0
2022年9月15日,武汉,二手房,46,31,1,1,1,1,,,,0,0,0
2022年9月15日,武汉,租房,46,31,1,1,1,0,,,,0,0,0
2022年9月16日,北京,二手房,1857,1612,17,17,1,9,19,5,,0,0,0
2022年9月16日,北京,租房,1857,1612,12,12,1,6,17,9,1,0,1,0
2022年9月16日,成都,二手房,61,47,1,1,1,1,,,,0,0,0
2022年9月16日,成都,租房,61,47,1,1,1,1,,,,0,0,0
2022年9月16日,东莞,二手房,82,71,1,1,1,1,,,,0,0,0
2022年9月16日,东莞,租房,82,71,1,1,1,1,,,,0,0,0
2022年9月16日,杭州,二手房,805,774,5,5,1,2,2,5,,0,0,0
2022年9月16日,杭州,租房,805,774,1,1,1,1,1,,,0,0,0
2022年9月16日,临汾,二手房,18,17,3,3,1,2,,,,0,0,0
2022年9月16日,南昌,新房,47,45,1,0,0,0,,,,0,0,0
2022年9月16日,南昌,租房,47,45,1,1,1,0,1,,,0,0,0
2022年9月16日,南京,二手房,244,228,1,1,1,1,1,,,0,0,0
2022年9月16日,南京,租房,244,228,2,2,1,1,2,1,,0,0,0
2022年9月16日,青岛,二手房,31,26,1,1,1,1,,,,0,0,0
2022年9月16日,上海,二手房,428,372,3,2,0.667,3,1,,,0,0,0
2022年9月16日,上海,租房,428,372,2,2,1,2,,,,0,0,0
2022年9月16日,苏州,二手房,145,134,3,3,1,2,3,,,0,0,0
2022年9月16日,苏州,新房,145,134,2,0,0,2,,,,0,0,0
2022年9月16日,太原,二手房,146,137,1,1,1,0,,,,0,0,0
2022年9月16日,太原,租房,146,137,2,0,0,2,,,,0,0,0
2022年9月16日,天津,二手房,185,162,2,2,1,2,,4,,0,0,0
2022年9月16日,天津,租房,185,162,2,2,1,2,,,,0,0,0
2022年9月16日,无锡,二手房,53,45,1,1,1,1,2,2,,0,0,0
2022年9月16日,西安咸阳,二手房,15,15,1,1,1,1,,,,0,0,0
2022年9月17日,北京,二手房,2127,1822,25,23,0.92,17,16,,1,1,0,0
2022年9月17日,北京,租房,2127,1822,19,18,0.947,9,39,24,3,0,3,0
2022年9月17日,成都,二手房,96,73,3,3,1,3,,,,0,0,0
2022年9月17日,东莞,二手房,102,82,3,2,0.667,2,1,,,0,0,0
2022年9月17日,东莞,租房,102,82,1,1,1,1,,,,0,0,0
2022年9月17日,杭州,二手房,904,852,4,3,0.75,1,9,8,,0,0,0
2022年9月17日,杭州,租房,904,852,1,1,1,1,,,,0,0,0
2022年9月17日,南昌,二手房,74,63,5,5,1,3,12,,,0,0,0
2022年9月17日,南昌,新房,74,63,2,0,0,1,,,,0,0,0
2022年9月17日,南昌,租房,74,63,1,1,1,1,1,,,0,0,0
2022年9月17日,南京,二手房,274,250,3,2,0.667,1,1,1,,0,0,0
2022年9月17日,南京,新房,274,250,1,0,0,0,,,,0,0,0
2022年9月17日,南京,租房,274,250,2,2,1,2,3,3,,0,0,0
2022年9月17日,青岛,二手房,32,29,1,1,1,0,,,,0,0,0
2022年9月17日,上海,二手房,494,446,6,4,0.667,3,1,,,0,0,0
2022年9月17日,上海,新房,494,446,1,0,0,1,,,,0,0,0
2022年9月17日,上海,租房,494,446,2,2,1,2,,,,0,0,0
2022年9月17日,苏州,二手房,204,186,1,1,1,0,,,,0,0,0
2022年9月17日,苏州,租房,204,186,1,1,1,1,1,,,0,0,0
2022年9月17日,太原,二手房,132,122,2,2,1,1,,,,0,0,0
2022年9月17日,太原,租房,132,122,4,4,1,4,2,1,,0,0,0
2022年9月17日,天津,二手房,213,188,7,6,0.857,3,5,2,,0,0,0
2022年9月17日,天津,租房,213,188,2,2,1,1,4,,,0,0,0
2022年9月17日,无锡,二手房,60,56,1,1,1,0,,,,0,0,0
2022年9月17日,无锡,租房,60,56,3,3,1,3,,,,0,0,0
2022年9月17日,西安咸阳,二手房,14,14,1,1,1,0,,,,0,0,0
2022年9月17日,西安咸阳,租房,14,14,1,1,1,0,,,,0,0,0
2022年9月17日,郑州,二手房,40,38,1,1,1,1,,,,0,0,0
2022年9月17日,郑州,租房,40,38,1,1,1,1,,,,0,0,0
2022年9月18日,北京,二手房,2095,1909,14,13,0.929,12,11,,,0,0,0
2022年9月18日,北京,新房,2095,1909,1,0,0,1,,,,0,0,0
2022年9月18日,北京,租房,2095,1909,21,20,0.952,11,27,6,2,0,2,0
2022年9月18日,成都,二手房,84,70,1,1,1,1,,,,0,0,0
2022年9月18日,杭州,二手房,968,901,8,8,1,7,7,17,,0,0,0
2022年9月18日,杭州,新房,968,901,1,0,0,1,,,,0,0,0
2022年9月18日,杭州,租房,968,901,3,3,1,1,,,,0,0,0
2022年9月18日,临汾,二手房,22,19,2,2,1,0,,,,0,0,0
2022年9月18日,南昌,二手房,49,46,2,2,1,2,3,,,0,0,0
2022年9月18日,南昌,租房,49,46,1,1,1,1,1,,,0,0,0
2022年9月18日,南京,二手房,282,265,1,1,1,1,1,,,0,0,0
2022年9月18日,南京,租房,282,265,1,1,1,0,,,,0,0,0
2022年9月18日,青岛,二手房,38,33,2,2,1,2,,,,0,0,0
2022年9月18日,上海,二手房,554,474,5,4,0.8,4,2,,,0,0,0
2022年9月18日,上海,新房,554,474,1,0,0,1,,,,0,0,0
2022年9月18日,上海,租房,554,474,3,3,1,2,5,1,,0,0,0
2022年9月18日,苏州,二手房,181,165,2,2,1,2,1,,,0,0,0
2022年9月18日,苏州,租房,181,165,2,2,1,2,,,,0,0,0
2022年9月18日,太原,二手房,141,134,4,4,1,3,2,,,0,0,0
2022年9月18日,太原,租房,141,134,1,1,1,1,4,5,,0,0,0
2022年9月18日,天津,二手房,231,202,5,4,0.8,3,,,,0,0,0
2022年9月18日,天津,租房,231,202,2,2,1,2,,,,0,0,0
2022年9月18日,西安咸阳,二手房,16,12,1,1,1,1,,,,0,0,0
2022年9月18日,郑州,二手房,29,24,1,1,1,1,,,,0,0,0
2022年9月18日,郑州,租房,29,24,1,1,1,1,,,,0,0,0
